Sentence #;Word;POS;Tag
;spécialisé;NN;
;Audit;NN;
;Contrôle;NN;
;Gestion;NN;
;Systèmes;NNS;
;d'Information;NN;
;Mundiapolis;NNS;
;SKEMA;NN;
;Business;NN;
2991;School;NN;
;these;DT;
;professionnelle;NN;
;Evaluation;NN;
;système;NN;
;prix;NN;
;cessions;NNS;
;internes;NNS;
2992;Février;NN;
;2010;CD;
;Mars;NNS;
;2011;CD;
2993;Diplôme;NN;
;cycle;NN;
;normal;JJ;
;l'Institut;NN;
;Supérieur;NN;
;Commerce;NNP;
;Administration;NN;
;Entreprises;NNS;
;ISCAE;NN;
2994;Centre;NN;
;Casablanca;NN;
;Option;NN;
;Finance;NN;
;Comptabilité;NN;
2995;Octobre;NN;
;2005;CD;
;Juin;NN;
;2009;CD;
2996;Baccalauréat;NN;
;option;NN;
;Sciences;NNS;
;Expérimentales;NNS;
;Lycée;NN;
;Taha;NN;
;Hussein;NNP;
;Mention;NN;
;Tres;NNS;
;bien;NN;
2997;Juin;NN;
;2005;CD;
2998;Contrôleuse;NN;
;gestion;NN;
;opérationnelle;NN;
;CEGELEC;NN;
;Maroc;NN;
;Filiale;NN;
;groupe;NN;
;VINCI;NN;
2999;Depuis;NN;
;Mai;NN;
;2012;CD;
3000;Revue;NN;
;mensuelle;NN;
;flow;NN;
;business;NN;
;grands;NNS;
;projets;NNS;
;300;CD;
;Mdhs;NN;
;coûts;NN;
;restants;NNS;
;engager;NN;
;aspects;NNS;
3001;financiers;NNS;
;...;:;
3002;Participation;NN;
;revue;NN;
;contractuelle;NN;
3003;Standardisation;NN;
;amélioration;NN;
;outils;NNS;
;gestion;NN;
3004;Coordination;NN;
;autres;NNS;
;fonctions;NNS;
;supports;NNS;
3005;Support;NN;
;formation;NN;
;financiére;NN;
;analytique;NN;
;équipes;NNS;
;opérationnels;NNS;
3006;Gestion;NN;
;analytique;NN;
;projets;NNS;
;SAP;NN;
;clôtures;NNS;
;mensuelles;NNS;
3007;Analyse;NN;
;risques;NNS;
;opportunites;NNS;
;rentabilite;NN;
;activités;NN;
3008;Suivie;NN;
;mensuel;NN;
;indicateurs;NNS;
;cash;NN;
;affaires;NNS;
;direction;NN;
3009;Etablissement;NN;
;budgets;NNS;
;prévisions;NNS;
;contrôle;NN;
;budgétaires;NNS;
;amélioration;NN;
;processus;NN;
;prévisionnel;NN;
3010;Reporting;VBG;
;Tableaux;NN;
;bord;NN;
;centre;NN;
;d'activité;NN;
3011;Segmentation;NN;
;activités;NN;
;analyse;NN;
;secteur;NN;
;client;NN;
;nature;NN;
;prestation;NN;
;...;:;
3012;Encadrement;NN;
;fonction;NN;
;Administration;NN;
;ventes;NNS;
3013;Projet;NN;
;transition;NN;
;coûts;NN;
;directs;NNS;
;coats;NNS;
;complets;NNS;
;2011/2012;CD;
3014;Contrôleuse;NN;
;gestion;NN;
;fonctionnelle;NN;
;Reporting;VBG;
;consolidation;NN;
;CEGELEC;NN;
;Maroc;NN;
;Filiale;NN;
;groupe;NN;
3015;VINCI;NN;
3016;Décembre;NN;
;2009;CD;
;Mai;NN;
;2012;CD;
3017;Reporting;VBG;
;périodiques;NNS;
;financiers;NNS;
;opérationnels;NNS;
;top;NN;
;management;NN;
;société;NN;
;mère;NN;
;EBIT;NN;
;activité;NN;
3018;ETE;NN;
;avancement;NN;
;projets;NNS;
;...;:;
3019;Suivi;NN;
;projets;NNS;
;indicateurs;NNS;
;clés;NN;
;performance;NN;
3020;Elaboration;NN;
;tableaux;NN;
;bord;NN;
;mensuels;NNS;
;centre;NN;
;d'activité;NN;
3021;Participation;NN;
;élaboration;NN;
;budgets;NNS;
;forcasts;NNS;
;trimestriels;NNS;
3022;Elaboration;NN;
;état;NN;
;suivi;NN;
;frais;NN;
;généraux;NN;
;centre;NN;
;activité;NN;
;frais;NN;
;généraux;NN;
;centraux;NN;
3023;Coordination;NN;
;homogénéisation;NN;
;reportings;NNS;
;contrôleurs;NNS;
;gestion;NN;
;opérationnels;NNS;
3024;Analyse;NN;
;écarts;NNS;
;budgétaire;NN;
;centre;NN;
;activite;NN;
3025;Stage;NN;
;Fin;NN;
;Etude;NN;
;sein;NN;
;Direction;NN;
;Risque;NN;
;Contrôle;NN;
;gestion;NN;
;Société;NN;
;COOPER;NN;
3026;MAROC;NN;
;PHARMACEUTICALS;NNS;
3027;Janvier;NN;
;2009;CD;
;Mars;NNS;
;2009;CD;
3028;Evaluation;NN;
;restructuration;NN;
;systeme;NN;
;budgétaire;NN;
;COOPER;NN;
;MAROC;NN;
;Pharmaceuticals;NNS;
3029;Analyse;NN;
;comptes;NNS;
;COOPER;NN;
;MAROC;NN;
;Pharmaceuticals;NNS;
3030;Analyse;NN;
;critique;NN;
;procédure;NN;
;budgétaire;NN;
;COOPER;NN;
;MAROC;NN;
;Pharmaceuticals;NNS;
3031;Conception;NN;
;systéme;NN;
;gestion;NN;
;prévisionnelle;NN;
;budgétaire;NN;
;centre;NN;
;responsabilité;NN;
3032;Stage;NN;
;Analytique;NN;
;sein;NN;
;Direction;NN;
;Finances;NNS;
;trésorerie;NN;
;LYDEC;NN;
3033;Juillet;NN;
;2008;CD;
;Aout;IN;
;2008;CD;
3034;Remplacement;NN;
;responsable;JJ;
;gestion;NN;
;trésorerie;NN;
;court;NN;
;terme;NN;
;pendant;NN;
;mois;NN;
3035;Rapatriement;NN;
;relevés;NN;
;bancaires;NNS;
;via;IN;
;logiciel;NN;
;banque;NN;
;paiement;NN;
;500;CD;
3036;Elaboration;NN;
;état;NN;
;suivi;NN;
;trésorerie;NN;
;court;NN;
;terme;NN;
3037;Suivi;NN;
;charges;NNS;
;financiéres;NNS;
;comptes;NNS;
;plus-values;NNS;
;placements;NNS;
3038;Gestion;NN;
;payements;NNS;
;encours;NNS;
3039;COMPETENCES;NNS;
;ACQUISES;NN;
3040;Compétences;NNS;
;gestion;NN;
3041;Contrôle;NN;
;gestion;NN;
3042;Comptabilité;NN;
;gestion;NN;
3043;Audit;NN;
;interne;NN;
3044;Normes;NNS;
;IFRS;NN;
;International;NNP;
;Financial;JJ;
;Reporting;VBG;
;Standards;NNS;
3045;Comptabilité;NN;
;approfondies;NNS;
3046;Progiciels;NNS;
;gestion;NN;
;pratiqués;NN;
3047;SAP;NN;
;Module;NN;
;CEM;NN;
3048;Sage;NN;
;ADONIX;NN;
;Navision;NN;
;notions;NNS;
3049;Connaissances;NNS;
;Informatiques;NNS;
3050;Outils;NNS;
;informatiques;NNS;
;PACK;NN;
;OFFICE;NN;
;Access;NN;
;Excel;NN;
;Word;NN;
;PowerPoint;NN;
;OneNote;NN;
3051;Banque;NN;
;paiement;NN;
;500;CD;
;SPSS;NN;
3052;Langues;NNS;
3053;Français;NN;
;Excellent;NN;
3054;Anglais;NN;
;Bonne;NN;
;maitrise;NN;
3055;Arabe;NN;
;Langue;NN;
;maternelle;NN;
3056;SAVOIR;NN;
;ÊTRE;NN;
3057;Activités;NN;
3058;Membre;NN;
;actif;NN;
;Club;NN;
;Etudiant;NN;
;Entrepreneur;NN;
;Demain;NN;
;CEED;NN;
;Casablanca-Maroc;NN;
;depuis;NN;
;juillet;NN;
;2008;CD;
;Organisation;NN;
3059;plusieurs;NNS;
;séminaires;NNS;
;développement;NN;
;personnel;NNS;
;coaching;VBG;
3060;Agent;NN;
;collecte;NN;
;fonds;NNS;
;association;NN;
;Noujoum;NN;
;enfants;NNS;
;cancéreux;NN;
;2008;CD;
;Casablanca-Maroc;NN;
3061;Ancienne;NN;
;élève;NN;
;parlementaire;NN;
;Elfida;NN;
;Mers;NNS;
;Sultan;NN;
;2001;CD;
;2003;CD;
;Membre;NN;
;commission;NN;
;Exploitation;NN;
;économique;NN;
3062;Centres;NNS;
;intérêts;NN;
3063;Sports;NNS;
;montagne;NN;
;Ecriture;NN;
;nouvelles;NNS;
;Business;NN;
;Games;NNS;
;Photographie;NN;
3064;Soundouss;NN;
;DARDAR;NN;
3065;/06/1987;NN;
3066;Hay;NN;
;oulfa;NN;
;groupe;NN;
;rue;NN;
;n°13;NN;
3067;Chargée;NN;
;clientèle;NN;
3068;Tél;NN;
;06.60.18.69.36;CD;
3069;E-mail;NN;
;soundouss.dardar;NN;
;gmail.com;NN;
3070;Permis;NN;
3071;LMs;NN;
3072;Licence;NN;
;professionnelle;NN;
;option;NN;
;chargé;NN;
;clientèle;NN;
;banque;NN;
3073;faculté;NN;
;sciences;NNS;
;juridiques;NNS;
;économiques;NNS;
;sociales-;NN;
3074;diplôme;NN;
;technicien;NN;
;spécialisé;NN;
;option;NN;
;technico-commercial;JJ;
3075;#NOM?;NN;
;centre;NN;
;recherche;NN;
;engineering;NN;
;l'automobile-;NN;
3076;Baccalauréat;NN;
;option;NN;
;sciences;NNS;
;vie;NN;
;terre;NN;
3077;Etablissement;NN;
;Cordoba-;NN;
3078;EXPERIENCES;NNS;
;PROFESSIONNELLES;NNS;
3079;PROFESSIONNELLES;NNS;
3080;Fevrier;NN;
;2014;CD;
;mai;NN;
;2016;CD;
3081;ALLIANCES;NNS;
;DARNA;NN;
;immobilier;NN;
3082;Charaée;NN;
;clientele;NNS;
;distance;NN;
3083;Missions;NNS;
;taches;NNS;
;réalisées;NN;
3084;Informer;NN;
;conseiller;NN;
;orienter;NN;
;client;NN;
3085;prise;NN;
;charge;NN;
;suivi;NN;
;leurs;NNS;
;demandes;NNS;
;dossiers;NNS;
3086;Traiter;NN;
;contacts;NNS;
;clients;NNS;
;prospects;NNS;
3087;gestion;NN;
;relation;NN;
;client;NN;
3088;Gérer;NN;
;besoins;NNS;
;réclamations;NNS;
;clients;NNS;
3089;Stages;NNS;
3090;Mars;NNS;
;octobre;NN;
;2013;CD;
3091;BMCE;NN;
;banque;NN;
;direction;NN;
;corporate;JJ;
3092;Assistante;NN;
;administrative;JJ;
3093;Missions;NNS;
;taches;NNS;
;réalisées;NN;
3094;Classement;NN;
;suivie;NN;
;dossiers;NNS;
3095;Traitement;NN;
;opérations;NNS;
;bancaires;NNS;
;grandes;NNS;
;entreprises;NNS;
3096;Elaborer;NN;
;renseigner;NN;
;tableaux;NN;
;bord;NN;
;direction;NN;
;corporative;NN;
3097;Février;NN;
;septembre;NN;
;2012;CD;
;SOFAC;NN;
;crédit;NN;
3098;Charaé;NN;
;clientèle;NN;
3099;Missions;NNS;
;tâches;NNS;
;réalisées;NN;
3100;Accueillir;NN;
;informer;NN;
;clients;NNS;
3101;Traitement;NN;
;élaboration;NN;
;suivie;NN;
;demandes;NNS;
;prêt;NN;
;personnel;NNS;
3102;Techniques;NNS;
;maitrisees;NNS;
3103;Techniques;NNS;
;communication;NN;
3104;Participation;NN;
;développement;NN;
;fidélisation;NN;
;portefeuille;NN;
;clients;NNS;
3105;Suivi;NN;
;analyse;NN;
;marché;NN;
3106;Contribue;NN;
;notoriété;NN;
;entreprise;NN;
3107;Qualités;NN;
;personnelles;NNS;
;professionnelles;NNS;
3108;Capacité;NN;
;adaptation;NN;
3109;écoutes;NNS;
;actives;NNS;
3110;Enthousiaste;NN;
;j'aime;NN;
;relever;NN;
;défis;NN;
3111;Résistante;NN;
;pression;NN;
;stress;NN;
3112;Lanques;NNS;
3113;Arabe;NN;
;Langue;NN;
;Maternelle;NNP;
3114;Français;NN;
;Courant;NN;
3115;Anglais;NN;
;Notion;NN;
;base;NN;
3116;WIDAD;NN;
;NAGGA;NN;
3117;Lot;NN;
;Makhzoumia;NN;
;Hors;NNS;
;bab;NN;
;sebta;NN;
;N°12;NN;
;Salé;NN;
3118;:0678025390;NN;
3119;:0537780353;NN;
3120;Email;NN;
;gnagga;NN;
;gmail.com;NN;
3121;LECONOMIE;NN;
;COMPTABILITE;NN;
;CONTROLE;NN;
;AUDIT;NN;
3122;Cursus;NN;
3123;2013;CD;
;32015;CD;
3124;Diplôme;NN;
;etude;NN;
;supérieure;NN;
;Comptabilité;NN;
;Audit;NN;
;Contrôle;NN;
;université;NN;
;Mohamed;VBN;
3125;2008;CD;
;2012;CD;
3126;Diplôme;NN;
;Licence;NN;
;Gestion;NN;
;Entreprises;NNS;
;Université;NN;
;Mohamed;VBN;
3127;janv-12;NN;
;Av/12;NN;
3128;Formation;NN;
;marketing;NN;
;gestion;NN;
;relation;NN;
;client;NN;
;distance;NN;
;centre;NN;
;BERLITZ;NN;
3129;oct-11;NN;
;Dec/11;NN;
;#NOM?;NN;
;gestion;NN;
;relation;NN;
;client;NN;
;distance;NN;
;centre;NN;
;ORANGE;NN;
;TECHNOLOGIE;NN;
3130;Ms/11;NN;
;mai-11;NN;
;Formation;NN;
;bureautique;NN;
;Universite;NN;
;Mohammed;VBN;
;Rabat;NN;
3131;Juin;NN;
;2008;CD;
3132;Baccalauréat;NN;
;sciences;NNS;
;expérimentales;NNS;
3133;Expériences;NNS;
;professionnelles;NNS;
3134;27-ao?t;CD;
;327/09;CD;
3135;mois;NN;
;stage;NN;
;cabinet;NN;
;comptable;JJ;
;STE;NN;
;FIDIAMIK;NN;
3136;#NOM?;NN;
;opérations;NNS;
;comptables;NNS;
3137;#NOM?;NN;
;imputation;NN;
;pièces;NNS;
;comptables;NNS;
;autres;NNS;
;opérations;NNS;
3138;01-ao?t;CD;
;01-sept;CD;
3139;Stage;NN;
;formation;NN;
;pratique;NN;
;Caisse;NN;
;gionale;NN;
;Crédit;NN;
;Agricole;NN;
3140;#NOM?;NN;
;clients;NNS;
3141;#NOM?;NN;
;archives;NNS;
3142;#NOM?;NN;
;cheques;NNS;
;arrét;NN;
;journée;NN;
;autres;NNS;
;opérations;NNS;
3143;19-nov;CD;
;19-d?c;CD;
;Stage;NN;
;formation;NN;
;pratique;NN;
;DAR;NN;
;AS-SIKKAH;JJ;
;Département;NN;
;production;NN;
3144;documents;NNS;
;sécurisés;NN;
;service;NN;
;Expéditions;NNS;
;Relations;NNS;
;Clients;NNS;
3145;#NOM?;NN;
;mettre;NN;
;œuvre;NN;
;suivre;NN;
;expéditions;NNS;
;documents;NNS;
;sécurisés;NN;
3146;20142015;CD;
;Expérience;NN;
;professionnelle;NN;
;société;NN;
;ingénierie;NN;
;système;NN;
;service;NN;
;production;NN;
3147;Compétences;NNS;
3148;Utilisation;NN;
;l'outil;NN;
;informatique;NN;
3149;#NOM?;NN;
;Excel;NN;
;Powerpoint;NN;
3150;Connaissance;NN;
;Linguistiques;NNS;
3151;langue;NN;
;maternelle;NN;
3152;Francais;NN;
;écrit;NN;
;parle;NN;
3153;Anglais;NN;
;notions;NNS;
;base;NN;
3154;Atouts;NNS;
3155;Ponctualité;NN;
3156;Sens;NNS;
;responsabilité;NN;
;del;NN;
;effort;NN;
3157;Esprit;NN;
;équipe;NN;
;créativité;NN;
3158;CURRICULUM;NN;
;VITAE;NN;
3159;ZAKI;NN;
;Idriss;NN;
3160;Ingénieur;NN;
;d'état;NN;
;génie;NN;
;civil;JJ;
3161;Nom;NN;
;société;NN;
;actuelle;NN;
3162;NOVEC;NN;
3163;#NOM?;NN;
;spécialiste;NN;
3164;Nationalité;NN;
;Marocaine;NN;
3165;Date;NN;
;naissance;NN;
3166;18/10/1987;CD;
3167;Nombre;NN;
;années;NN;
;emploi;NN;
;société/organisme;NN;
;ans;NNS;
3168;Langues;NNS;
3169;lu/parlé;NN;
;écrit;NN;
3170;Francais;NN;
;lu/parlé;NN;
;écrit;NN;
3171;lu/parlé;NN;
;écrit;NN;
3172;E-mail;NN;
;idrisszaki01;NN;
;vahoo.fr;NN;
3173;téléphone;NN;
;Maroc;NN;
;212;CD;
;212;CD;
3174;Principales;NNS;
;Qualifications;NNS;
3175;Depuis;NN;
;integration;NN;
;2010;CD;
;acquis;NN;
;expérience;NN;
;considérable;JJ;
;études;NNS;
3176;conception;NN;
;barrages;NNS;
;Mon;NN;
;intervention;NN;
;intéresse;NN;
;différents;NNS;
;stades;NNS;
;études;NNS;
;allant;NN;
3177;participation;NN;
;études;NNS;
;préliminaires;NNS;
;jusqu;NN;
;stade;NN;
;suivi;NN;
;exécution;NN;
;tout;NN;
;maitrisant;NN;
;outils;NNS;
3178;nécessaires;NNS;
;différents;NNS;
;calculs;NNS;
;requis;NN;
;conception;NN;
;barrages;NNS;
;calculs;NNS;
;structurels;NNS;
;calculs;NNS;
3179;stabilité;NN;
;géotechnique;NN;
;calculs;NNS;
;hydrauliques;NNS;
;...;:;
;etc;NN;
3180;spécialisé;NN;
;calculs;NNS;
;structurels;NNS;
;hydrauliques;NNS;
;modélisation;NN;
;différents;NNS;
3181;ouvrages;NNS;
;structures;NNS;
;barrages;NNS;
;études;NNS;
;stabilité;NN;
;différentes;NNS;
;digues;NNS;
;grace;NN;
;formations;NNS;
3182;perfectionnement;NN;
;logiciels;NNS;
;calcul;NN;
;Autodesk;NN;
;Robot;NN;
;Structural;JJ;
;Analysis;NN;
;RSA;NN;
;Autodesk;NN;
3183;Concrete;NN;
;Building;NN;
;Structures;NNS;
;CBS;NNP;
;Geoslope;NN;
;Ainsi;NN;
;visites;NNS;
;auscultation;NN;
;diagnostic;JJ;
3184;ouvrages;NNS;
;structures;NNS;
;barrages;NNS;
3185;Depuis;NN;
;Janvier;NN;
;2014;CD;
;jusqu;NN;
;Octobre;NN;
;2015;CD;
;chargé;NN;
;maitrise;NN;
;ceuvre;NN;
;comme;NN;
;superviseur;NN;
3186;travaux;NN;
;réalisation;NN;
;complexe;NN;
;touristique;NN;
;Libreville;NNP;
;compte;NN;
;NOVEC;NN;
;GABON;NN;
3187;Depuis;NN;
;Octobre;NN;
;2014;CD;
;jusqu;NN;
;Septembre;NN;
;2015;CD;
;supervise;NN;
;parallèle;NN;
;intérim;NN;
;projet;NN;
3188;Renforcement;NN;
;eau;NN;
;potable;JJ;
;Libreville;NNP;
;conduites;NNS;
;1200;CD;
3189;Depuis;NN;
;Décembre;NN;
;2015;CD;
;jusqu;NN;
;aujourd'hui;NN;
;supervise;NN;
;travaux;NN;
;viaduc;NN;
;Lahlou;NN;
;compte;NN;
3190;Groupement;NN;
;EGIS/NOVEC;NN;
;adjudicataire;NN;
;projet;NN;
;MOE;NN;
;ligne;NN;
;LGV;NN;
;Tanger-Kenitra;JJ;
3191;viaduc;NN;
;Lahlou;NN;
;répertorie;NN;
;comme;NN;
;Ouvrage;NN;
;d'art;NN;
;non;NN;
;courant;NN;
;Béton;NNP;
;précontraint;NN;
;400;CD;
3192;metres;NNS;
;longueur;NN;
;appuis;NN;
;mis;NN;
;place;NN;
;poussage;NN;
;dispositifs;NN;
;dissipation;NN;
3193;d'énergie;NN;
;situation;NN;
;sismique;NN;
3194;Page;NN;
3195;Ingénieur;NN;
;Etat;NN;
;Génie;NNP;
;Civil;NN;
;Ecole;NN;
;Mohammadia;NNP;
;Ingénieurs;NNS;
;RABAT;NN;
;2010;CD;
3196;Classes;NNS;
;préparatoires;NNS;
;grandes;NNS;
;écoles;NNS;
;ingénieurs-;NN;
;MPSI;NN;
;2006-2007;JJ;
3197;Baccalauréat;NN;
;Sciences;NNS;
;Mathematiques;NNS;
;2005;CD;
3198;Experiences;NNS;
;Professionnelle;NNP;
3199;Depuis;NN;
;2010;CD;
;Ingénieur;NN;
;d'étude;NN;
;NOVEC;NN;
;département;NN;
;Barrages;NNS;
3200;Depuis;NN;
;Janvier;NN;
;2013;CD;
;Ingénieur;NN;
;étude;NN;
;confirmé;NN;
;NOVEC;NN;
;Direction;NN;
;Barrages;NNS;
3201;Depuis;NN;
;Janvier;NN;
;2014;CD;
;Ingénieur;NN;
;superviseur;NN;
;travaux;NN;
;réalisation;NN;
;complexe;NN;
3202;touristique;NN;
;Estuaire;NN;
;Libreville;NNP;
;Nyonié;NN;
;Terrassement;NN;
;Route;NN;
;Voirie;NN;
;Marina;NNP;
;golf;NN;
3203;Plateforme;NN;
;Aéroport;NN;
;MOE;NN;
;BET;NNP;
;NOVEC;NN;
;Entreprise;NN;
;Travaux;NN;
;EGCA/SATRAM;NN;
3204;Depuis;NN;
;Octobre;NN;
;2014;CD;
;Ingénieur;NN;
;superviseur;NN;
;travaux;NN;
;Projet;NN;
;renforcement;NN;
;réseau;NN;
3205;eau;NN;
;potable;JJ;
;Libreville;NNP;
;conduite;NN;
;1200;CD;
;entre;NN;
;Station;NN;
;Ntoum;NN;
;Libreville;NNP;
;Pose;VB;
3206;conduite;NN;
;Dalot;NN;
;Passage;NN;
;gué;NN;
;butées;NN;
;Pieux;NN;
;battus;NN;
;Pieux;NN;
;béton;NN;
;Massifs;NNS;
;d'Ancrage;NN;
3207;MOE;NN;
;BET;NNP;
;NOVEC;NN;
;Entreprise;NN;
;travaux;NN;
;SOBEA;NN;
;GABON/VINCI;NN;
3208;Depuis;NN;
;Janvier;NN;
;2015;CD;
;jusqu;NN;
;Aout;IN;
;2015;CD;
;Ingénieur;NN;
;spécialiste;NN;
;NOVEC;NN;
;représentant;NN;
;local;JJ;
3209;NOVEC;NN;
;Gabon;NN;
3210;Depuis;NN;
;Décembre;NN;
;2015;CD;
;jusqu;NN;
;aujourd;NN;
;hui;NN;
;Ingénieur;NN;
;travaux;NN;
;ouvrage;NN;
;art;NN;
;non;NN;
;courant;NN;
3211;supervisant;NN;
;construction;NN;
;viaduc;NN;
;Lahlou;NN;
;compte;NN;
;projet;NN;
;LGV;NN;
;Tanger-;NN;
3212;Kénitra;NNP;
3213;MOE;NN;
;Groupement;NN;
;EGIS/NOVEC;NN;
;ONCF;NN;
;BET;NNP;
;Archadis;NN;
;Entreprise;NN;
;travaux;NN;
3214;SGTM/FREYSSINET;NN;
3215;Principales;NNS;
;References;NNS;
3216;Niveau;NN;
;responsabilité;NN;
3217;Maroc;NN;
;vert;NN;
;Millenium;NN;
;challenge;NN;
;account;NN;
;TC1B;NN;
3218;2010;CD;
;2011;CD;
3219;Volet;NN;
;génie;NN;
;civil;JJ;
;Etude;NN;
;stabilité;NN;
;murs;NNS;
;soutenement;NN;
3220;Ingénieur;NN;
;études;NNS;
3221;murs;NNS;
;guideaux;NN;
;seuils;NNS;
;Lots;NNS;
;Chichaoua;NN;
;Er-Rachidia;NN;
3222;2010;CD;
;2011;CD;
3223;Projet;NN;
;exécution;NN;
;reconversion;NN;
;systemes;NNS;
3224;irrigations;NNS;
;existantes;NNS;
;périmetres;NNS;
;doukkala;NN;
3225;Ingénieur;NN;
;études;NNS;
3226;Notes;NNS;
;calcul;NN;
;génie;NN;
;civil;JJ;
;stations;NNS;
;pompages;NNS;
;stations;NNS;
3227;filtrations;NNS;
;Secteur;NN;
;Nord;NN;
;Secteur;NN;
;Sidi;NN;
;bennour;NN;
3228;Page;NN;
3229;Niveau;NN;
;responsabilité;NN;
3230;Stabilisation;NN;
;berges;NNS;
;droit;NN;
;prises;NNS;
;deux;NN;
;stations;NNS;
3231;pompages;NNS;
;Zone;NN;
;Gharb;NN;
3232;Ingénieur;NN;
;d'études;NNS;
3233;#NOM?;NN;
;mur;NN;
;gabions;NNS;
;assistance;NN;
;technique;NN;
;SP4;NN;
3234;#NOM?;NN;
;enrochements;NNS;
;assistance;NN;
;technique;NN;
3235;Etudes;NNS;
;exécution;NN;
;barrage;NN;
;DAR;NN;
;KHROFA;NNP;
;province;NN;
3236;Depuis;NN;
;2011;CD;
3237;LARACHE;NN;
3238;jusqu;NN;
;2013;CD;
3239;Suivi;NN;
;projet;NN;
;exécution;NN;
3240;Ingénieur;NN;
;études;NNS;
3241;Assistance;NN;
;technique;NN;
;Suivi;NN;
;plans;NNS;
;d'exécution;NN;
;calcul;NN;
3242;stabilité;NN;
;digue;NN;
;principale;NN;
3243;HOTEL;NN;
;RITZ-CARLTON;JJ;
3244;Remblaiement;NN;
;traitement;NN;
;Murs;NNS;
;soutenement;NN;
;entre;NN;
3245;Ingénieur;NN;
;études;NNS;
3246;villas;NNS;
;paliers;NNS;
;étude;NN;
;stabilité;NN;
;grands;NNS;
;glissements;NNS;
3247;Etude;NN;
;dalots;NNS;
;HOUMT;NN;
;CHOUK;NN;
;zone;NN;
;routable;JJ;
;non;NN;
3248;Etude;NN;
;stabilité;NN;
;interne;NN;
;dalots;NNS;
;zone;NN;
;routable;JJ;
3249;Ingénieur;NN;
;études;NNS;
3250;charges;NNS;
;roulantes;NNS;
;non;NN;
;routable;JJ;
;Note;NN;
;calcul;NN;
;suivi;NN;
3251;Barrage;NN;
;Tlat;NN;
;jamaa;NN;
3252;Etude;NN;
;hydraulique;NN;
;dissipation;NN;
;évacuateur;NN;
;crues;NNS;
3253;Ingénieur;NN;
;études;NNS;
3254;marches;NNS;
;escaliers;NNS;
3255;Protection;NN;
;berge;NN;
;Rive;JJ;
;gauche;NN;
;Oued;VBN;
;Ouergha;NN;
;Centre;NN;
3256;Ingénieur;NN;
;études;NNS;
3257;Reprofilage;NN;
;stabilité;NN;
;berges;NNS;
;enrochements;NNS;
3258;APS;NN;
;barrage;NN;
;KHARROUB;NNP;
;wilaya;NN;
;TANGER;NN;
3259;Etude;NN;
;stabilité;NN;
;digue;NN;
;principale;NN;
;digue;NN;
;col;NN;
3260;Ingénieur;NN;
;études;NNS;
3261;calculs;NNS;
;hydrauliques;NNS;
3262;Projet;NN;
;exécution;NN;
;barrage;NN;
;Martil;NN;
;wilaya;NN;
3263;Ingénieur;NN;
;études;NNS;
3264;Etude;NN;
;stabilité;NN;
;remblai;NN;
;dessus;NN;
;galerie;NN;
3265;périmétrale;NN;
3266;APD;NN;
;barrage;NN;
;Tiberbarine;NN;
;province;NN;
;TAZA;NN;
3267;2012;CD;
;2013;CD;
3268;Ingénieur;NN;
;études;NNS;
3269;Note;NN;
;calcul;NN;
;stabilité;NN;
;hydraulique;NN;
;mémoire;NN;
;technique;NN;
3270;descriptif;NN;
3271;Page;NN;
3272;Niveau;NN;
;responsabilité;NN;
3273;Actualisation;NN;
;dossier;NN;
;APD;NN;
;barrage;NN;
;Ain;NN;
;Timedrine;NN;
3274;province;NN;
;SEFROU;NN;
3275;Ingénieur;NN;
;études;NNS;
3276;Note;NN;
;calcul;NN;
;stabilité;NN;
;hydraulique;NN;
;mémoire;NN;
;technique;NN;
3277;descriptif;NN;
3278;APD;NN;
;barrage;NN;
;Targa;NN;
;oumadi;NN;
;province;NN;
;GUERCIF;NN;
3279;Ingénieur;NN;
;études;NNS;
3280;Etude;NN;
;stabilité;NN;
;digue;NN;
;principale;NN;
;remblai;NN;
;masque;NN;
3281;amont;NN;
;béton;NN;
3282;Projet;NN;
;exécution;NN;
;barrage;NN;
;Moulay;NN;
;Bouchta;NN;
3283;Note;NN;
;calcul;NN;
;dimensionnement;NN;
;chambre;NN;
;haute;NN;
3284;Ingénieur;NN;
;études;NNS;
3285;tour;NN;
;prise;NN;
;Plan;NN;
;Coffrages;NNS;
;Ferraillages;NNS;
;chambre;NN;
3286;haute;NN;
3287;Projet;NN;
;exécution;NN;
;barrage;NN;
;KHARROUB;NNP;
;wilaya;NN;
3288;Depuis;NN;
;2013;CD;
3289;Ingénieur;NN;
;études;NNS;
3290;Etude;NN;
;stabilisation;NN;
;tête;NN;
;amont;NN;
;aval;NN;
;Dérivation;NN;
3291;provisoire;NN;
;Soutenement;NN;
;système;NN;
;ancrages;NNS;
;suivi;NN;
3292;plans;NNS;
;d'exécution;NN;
3293;Depuis;NN;
;Janvier;NN;
3294;Projet;NN;
;complexe;NN;
;touristique;NN;
;Nyonié;NN;
;Gabon;NN;
;Estuaire;NN;
3295;Libreville;NNP;
;/NOVEC;NN;
;GABON;NN;
;Entreprise;NN;
;travaux;NN;
;EGCA-;NN;
3296;Ingénieur;NN;
;superviseur;NN;
3297;SATRAM;NN;
3298;travaux;NN;
;génie;NN;
;civil;JJ;
3299;Mission;NN;
;maitrise;NN;
;œuvre;NN;
;Novec-Gabon;NN;
3300;assistance;NN;
3301;#NOM?;NN;
;route;NN;
;voirie;NN;
3302;#NOM?;NN;
